country,year,crop,yield_hg_ha
Canada,1983,lettuce_and_chicory,224987.0
Canada,1984,lettuce_and_chicory,242137.0
Canada,1985,lettuce_and_chicory,259155.0
Canada,1986,lettuce_and_chicory,188561.0
Canada,1987,lettuce_and_chicory,199306.0
Canada,1988,lettuce_and_chicory,208884.0
Canada,1989,lettuce_and_chicory,206091.0
Canada,1990,lettuce_and_chicory,230884.0
Canada,1991,lettuce_and_chicory,239852.0
Canada,1992,lettuce_and_chicory,252091.0
Canada,1993,lettuce_and_chicory,255450.0
Canada,1994,lettuce_and_chicory,268347.0
Canada,1995,lettuce_and_chicory,197400.0
Canada,1996,lettuce_and_chicory,218502.0
Canada,1997,lettuce_and_chicory,334628.0
Canada,1998,lettuce_and_chicory,275645.0
Canada,1999,lettuce_and_chicory,265931.0
Canada,2000,lettuce_and_chicory,190594.0
Canada,2001,lettuce_and_chicory,251297.0
Canada,2002,lettuce_and_chicory,256131.0
Canada,2003,lettuce_and_chicory,248818.0
Canada,2004,lettuce_and_chicory,237381.0
Canada,2005,lettuce_and_chicory,229392.0
Canada,2006,lettuce_and_chicory,184491.0
Canada,2007,lettuce_and_chicory,237614.0
Canada,2008,lettuce_and_chicory,224978.0
Canada,2009,lettuce_and_chicory,234158.0
Canada,2010,lettuce_and_chicory,158420.0
Canada,2011,lettuce_and_chicory,183543.0
Canada,2012,lettuce_and_chicory,223623.0
Canada,2013,lettuce_and_chicory,219870.0
Canada,2014,lettuce_and_chicory,222155.0
Canada,2015,lettuce_and_chicory,222965.0
Canada,2016,lettuce_and_chicory,228849.0
Canada,2017,lettuce_and_chicory,225999.0
Canada,2018,lettuce_and_chicory,225493.0
Canada,2019,lettuce_and_chicory,224846.0
Canada,1961,linseed,4357.0
Canada,1962,linseed,6972.0
Canada,1963,linseed,7878.0
Canada,1964,linseed,6447.0
Canada,1965,linseed,7912.0
Canada,1966,linseed,7207.0
Canada,1967,linseed,5752.0
Canada,1968,linseed,8098.0
Canada,1969,linseed,7521.0
Canada,1970,linseed,9087.0
Canada,1971,linseed,7949.0
Canada,1972,linseed,8371.0
Canada,1973,linseed,8398.0
Canada,1974,linseed,5974.0
Canada,1975,linseed,7846.0
Canada,1976,linseed,8552.0
Canada,1977,linseed,10916.0
Canada,1978,linseed,10864.0
Canada,1979,linseed,8760.0
Canada,1980,linseed,7969.0
Canada,1981,linseed,10032.0
Canada,1982,linseed,11910.0
Canada,1983,linseed,10340.0
Canada,1984,linseed,9627.0
Canada,1985,linseed,12115.0
Canada,1986,linseed,13586.0
Canada,1987,linseed,12329.0
Canada,1988,linseed,7440.0
Canada,1989,linseed,8341.0
Canada,1990,linseed,12810.0
Canada,1991,linseed,12725.0
Canada,1992,linseed,13325.0
Canada,1993,linseed,12404.0
Canada,1994,linseed,13329.0
Canada,1995,linseed,12849.0
Canada,1996,linseed,14800.0
Canada,1997,linseed,12158.0
Canada,1998,linseed,12599.0
Canada,1999,linseed,13225.0
Canada,2000,linseed,11735.0
Canada,2001,linseed,10806.0
Canada,2002,linseed,10726.0
Canada,2003,linseed,10357.0
Canada,2004,linseed,9979.0
Canada,2005,linseed,13522.0
Canada,2006,linseed,12593.0
Canada,2007,linseed,12090.0
Canada,2008,linseed,13773.0
Canada,2009,linseed,14922.0
Canada,2010,linseed,11985.0
Canada,2011,linseed,13689.0
Canada,2012,linseed,13721.0
Canada,2013,linseed,17740.0
Canada,2014,linseed,14045.0
Canada,2015,linseed,15044.0
Canada,2016,linseed,15854.0
Canada,2017,linseed,13251.0
Canada,2018,linseed,14406.0
Canada,2019,linseed,14327.0
Canada,1961,maize,45822.0
Canada,1962,maize,47721.0
Canada,1963,maize,41108.0
Canada,1964,maize,50636.0
Canada,1965,maize,50061.0
Canada,1966,maize,51615.0
Canada,1967,maize,53110.0
Canada,1968,maize,53209.0
Canada,1969,maize,47131.0
Canada,1970,maize,52748.0
Canada,1971,maize,51625.0
Canada,1972,maize,47082.0
Canada,1973,maize,52881.0
Canada,1974,maize,44339.0
Canada,1975,maize,57405.0
Canada,1976,maize,53025.0
Canada,1977,maize,57729.0
Canada,1978,maize,52586.0
Canada,1979,maize,55386.0
Canada,1980,maize,56283.0
Canada,1981,maize,58573.0
Canada,1982,maize,58812.0
Canada,1983,maize,55177.0
Canada,1984,maize,58971.0
Canada,1985,maize,62043.0
Canada,1986,maize,59484.0
Canada,1987,maize,70197.0
Canada,1988,maize,54710.0
Canada,1989,maize,63512.0
Canada,1990,maize,68602.0
Canada,1991,maize,67098.0
Canada,1992,maize,56927.0
Canada,1993,maize,64241.0
Canada,1994,maize,73748.0
Canada,1995,maize,72528.0
Canada,1996,maize,69141.0
Canada,1997,maize,68702.0
Canada,1998,maize,80054.0
Canada,1999,maize,79747.0
Canada,2000,maize,62844.0
Canada,2001,maize,66187.0
Canada,2002,maize,70128.0
Canada,2003,maize,78193.0
Canada,2004,maize,82410.0
Canada,2005,maize,86035.0
Canada,2006,maize,84737.0
Canada,2007,maize,85108.0
Canada,2008,maize,90623.0
Canada,2009,maize,83723.0
Canada,2010,maize,97509.0
Canada,2011,maize,89312.0
Canada,2012,maize,91579.0
Canada,2013,maize,95451.0
Canada,2014,maize,92940.0
Canada,2015,maize,102055.0
Canada,2016,maize,98260.0
Canada,2017,maize,100238.0
Canada,2018,maize,97049.0
Canada,2019,maize,92364.0
Canada,1961,"maize,_green",65868.0
Canada,1962,"maize,_green",69679.0
Canada,1963,"maize,_green",62323.0
Canada,1964,"maize,_green",63188.0
Canada,1965,"maize,_green",65539.0
Canada,1966,"maize,_green",64572.0
Canada,1967,"maize,_green",65170.0
Canada,1968,"maize,_green",67081.0
Canada,1969,"maize,_green",68862.0
Canada,1970,"maize,_green",68955.0
Canada,1971,"maize,_green",86938.0
Canada,1972,"maize,_green",71403.0
Canada,1973,"maize,_green",79931.0
Canada,1974,"maize,_green",78338.0
Canada,1975,"maize,_green",89011.0
Canada,1976,"maize,_green",87634.0
Canada,1977,"maize,_green",95916.0
Canada,1978,"maize,_green",90950.0
Canada,1979,"maize,_green",100757.0
Canada,1980,"maize,_green",97949.0
Canada,1981,"maize,_green",94716.0
Canada,1982,"maize,_green",98501.0
Canada,1983,"maize,_green",85700.0
Canada,1984,"maize,_green",97359.0
Canada,1985,"maize,_green",95377.0
Canada,1986,"maize,_green",87374.0
Canada,1987,"maize,_green",107770.0
Canada,1988,"maize,_green",85263.0
Canada,1989,"maize,_green",94808.0
Canada,1990,"maize,_green",94038.0
Canada,1991,"maize,_green",89905.0
Canada,1992,"maize,_green",93166.0
Canada,1993,"maize,_green",88416.0
Canada,1994,"maize,_green",107763.0
Canada,1995,"maize,_green",102646.0
Canada,1996,"maize,_green",97335.0
Canada,1997,"maize,_green",107152.0
Canada,1998,"maize,_green",104497.0
Canada,1999,"maize,_green",102758.0
Canada,2000,"maize,_green",83982.0
Canada,2001,"maize,_green",87347.0
Canada,2002,"maize,_green",90872.0
Canada,2003,"maize,_green",105638.0
Canada,2004,"maize,_green",109097.0
Canada,2005,"maize,_green",101855.0
Canada,2006,"maize,_green",108589.0
Canada,2007,"maize,_green",113626.0
Canada,2008,"maize,_green",102859.0
Canada,2009,"maize,_green",112855.0
Canada,2010,"maize,_green",106273.0
Canada,2011,"maize,_green",100638.0
Canada,2012,"maize,_green",102938.0
Canada,2013,"maize,_green",105707.0
Canada,2014,"maize,_green",112546.0
Canada,2015,"maize,_green",116633.0
Canada,2016,"maize,_green",106407.0
Canada,2017,"maize,_green",116989.0
Canada,2018,"maize,_green",113929.0
Canada,2019,"maize,_green",116814.0
Canada,1961,"melons,_other_(inc.cantaloupes)",245500.0
Canada,1962,"melons,_other_(inc.cantaloupes)",255125.0
Canada,1963,"melons,_other_(inc.cantaloupes)",255375.0
Canada,1964,"melons,_other_(inc.cantaloupes)",260857.0
Canada,1965,"melons,_other_(inc.cantaloupes)",255412.0
Canada,1966,"melons,_other_(inc.cantaloupes)",251800.0
Canada,1967,"melons,_other_(inc.cantaloupes)",251452.0
Canada,1968,"melons,_other_(inc.cantaloupes)",249737.0
Canada,1969,"melons,_other_(inc.cantaloupes)",249643.0
Canada,1970,"melons,_other_(inc.cantaloupes)",250326.0
Canada,1971,"melons,_other_(inc.cantaloupes)",250133.0
Canada,1972,"melons,_other_(inc.cantaloupes)",249667.0
Canada,1973,"melons,_other_(inc.cantaloupes)",236429.0
Canada,1974,"melons,_other_(inc.cantaloupes)",258333.0
Canada,1975,"melons,_other_(inc.cantaloupes)",259000.0
Canada,1976,"melons,_other_(inc.cantaloupes)",233000.0
Canada,1977,"melons,_other_(inc.cantaloupes)",240250.0
Canada,1978,"melons,_other_(inc.cantaloupes)",248000.0
Canada,1979,"melons,_other_(inc.cantaloupes)",243333.0
Canada,1980,"melons,_other_(inc.cantaloupes)",262500.0
Canada,1981,"melons,_other_(inc.cantaloupes)",244500.0
Canada,1982,"melons,_other_(inc.cantaloupes)",228571.0
Canada,1983,"melons,_other_(inc.cantaloupes)",243478.0
Canada,1984,"melons,_other_(inc.cantaloupes)",242500.0
Canada,1985,"melons,_other_(inc.cantaloupes)",237143.0
Canada,1986,"melons,_other_(inc.cantaloupes)",286667.0
Canada,1987,"melons,_other_(inc.cantaloupes)",264286.0
Canada,1988,"melons,_other_(inc.cantaloupes)",270000.0
Canada,1989,"melons,_other_(inc.cantaloupes)",232000.0
Canada,1990,"melons,_other_(inc.cantaloupes)",250000.0
Canada,1993,"melons,_other_(inc.cantaloupes)",123281.0
Canada,1994,"melons,_other_(inc.cantaloupes)",178132.0
Canada,1995,"melons,_other_(inc.cantaloupes)",158946.0
Canada,1996,"melons,_other_(inc.cantaloupes)",171708.0
Canada,1997,"melons,_other_(inc.cantaloupes)",229974.0
Canada,1998,"melons,_other_(inc.cantaloupes)",223233.0
Canada,1999,"melons,_other_(inc.cantaloupes)",261913.0
Canada,2000,"melons,_other_(inc.cantaloupes)",219974.0
Canada,2001,"melons,_other_(inc.cantaloupes)",231166.0
Canada,2002,"melons,_other_(inc.cantaloupes)",247528.0
Canada,2003,"melons,_other_(inc.cantaloupes)",251316.0
Canada,2004,"melons,_other_(inc.cantaloupes)",251826.0
Canada,2005,"melons,_other_(inc.cantaloupes)",277785.0
Canada,2006,"melons,_other_(inc.cantaloupes)",272146.0
Canada,2007,"melons,_other_(inc.cantaloupes)",225721.0
Canada,2008,"melons,_other_(inc.cantaloupes)",244504.0
Canada,2009,"melons,_other_(inc.cantaloupes)",255410.0
Canada,2010,"melons,_other_(inc.cantaloupes)",250879.0
Canada,2011,"melons,_other_(inc.cantaloupes)",244301.0
Canada,2012,"melons,_other_(inc.cantaloupes)",283362.0
Canada,2013,"melons,_other_(inc.cantaloupes)",272016.0
Canada,2014,"melons,_other_(inc.cantaloupes)",269695.0
Canada,2015,"melons,_other_(inc.cantaloupes)",253997.0
Canada,2016,"melons,_other_(inc.cantaloupes)",268530.0
Canada,2017,"melons,_other_(inc.cantaloupes)",262881.0
Canada,2018,"melons,_other_(inc.cantaloupes)",286901.0
Canada,2019,"melons,_other_(inc.cantaloupes)",282812.0
Canada,1961,mustard_seed,3479.0
Canada,1962,mustard_seed,6239.0
Canada,1963,mustard_seed,9563.0
Canada,1964,mustard_seed,7330.0
Canada,1965,mustard_seed,8816.0
Canada,1966,mustard_seed,9242.0
Canada,1967,mustard_seed,7602.0
Canada,1968,mustard_seed,9862.0
Canada,1969,mustard_seed,10831.0
Canada,1970,mustard_seed,10530.0
Canada,1971,mustard_seed,10084.0
Canada,1972,mustard_seed,9434.0
Canada,1973,mustard_seed,8766.0
Canada,1974,mustard_seed,8326.0
Canada,1975,mustard_seed,7599.0
Canada,1976,mustard_seed,10023.0
Canada,1977,mustard_seed,10777.0
Canada,1978,mustard_seed,10560.0
Canada,1979,mustard_seed,7796.0
Canada,1980,mustard_seed,9784.0
Canada,1981,mustard_seed,11027.0
Canada,1982,mustard_seed,12047.0
Canada,1983,mustard_seed,9085.0
Canada,1984,mustard_seed,8000.0
Canada,1985,mustard_seed,9119.0
Canada,1986,mustard_seed,12325.0
Canada,1987,mustard_seed,11658.0
Canada,1988,mustard_seed,7003.0
Canada,1989,mustard_seed,7744.0
Canada,1990,mustard_seed,10815.0
Canada,1991,mustard_seed,10728.0
Canada,1992,mustard_seed,12096.0
Canada,1993,mustard_seed,11595.0
Canada,1994,mustard_seed,9867.0
Canada,1995,mustard_seed,9360.0
Canada,1996,mustard_seed,9906.0
Canada,1997,mustard_seed,8330.0
Canada,1998,mustard_seed,8549.0
Canada,1999,mustard_seed,11223.0
Canada,2000,mustard_seed,9726.0
Canada,2001,mustard_seed,6652.0
Canada,2002,mustard_seed,6056.0
Canada,2003,mustard_seed,6900.0
Canada,2004,mustard_seed,10077.0
Canada,2005,mustard_seed,9777.0
Canada,2006,mustard_seed,8355.0
Canada,2007,mustard_seed,6702.0
Canada,2008,mustard_seed,8750.0
Canada,2009,mustard_seed,9995.0
Canada,2010,mustard_seed,9995.0
Canada,2011,mustard_seed,10133.0
Canada,2012,mustard_seed,8805.0
Canada,2013,mustard_seed,10604.0
Canada,2014,mustard_seed,10133.0
Canada,2015,mustard_seed,9306.0
Canada,2016,mustard_seed,12088.0
Canada,2017,mustard_seed,7953.0
Canada,2018,mustard_seed,8803.0
Canada,2019,mustard_seed,8701.0
Canada,1961,oats,12667.0
Canada,1962,oats,17762.0
Canada,1963,oats,18195.0
Canada,1964,oats,16565.0
Canada,1965,oats,18230.0
Canada,1966,oats,18017.0
Canada,1967,oats,15585.0
Canada,1968,oats,18293.0
Canada,1969,oats,18532.0
Canada,1970,oats,19551.0
Canada,1971,oats,20278.0
Canada,1972,oats,18743.0
Canada,1973,oats,18598.0
Canada,1974,oats,16096.0
Canada,1975,oats,18555.0
Canada,1976,oats,20052.0
Canada,1977,oats,20202.0
Canada,1978,oats,19797.0
Canada,1979,oats,19294.0
Canada,1980,oats,20059.0
Canada,1981,oats,20430.0
Canada,1982,oats,22548.0
Canada,1983,oats,19804.0
Canada,1984,oats,19275.0
Canada,1985,oats,21655.0
Canada,1986,oats,25262.0
Canada,1987,oats,23718.0
Canada,1988,oats,21825.0
Canada,1989,oats,20651.0
Canada,1990,oats,23328.0
Canada,1991,oats,21310.0
Canada,1992,oats,22761.0
Canada,1993,oats,26484.0
Canada,1994,oats,24397.0
Canada,1995,oats,23723.0
Canada,1996,oats,25897.0
Canada,1997,oats,23255.0
Canada,1998,oats,24865.0
Canada,1999,oats,26039.0
Canada,2000,oats,26077.0
Canada,2001,oats,21727.0
Canada,2002,oats,21109.0
Canada,2003,oats,23867.0
Canada,2004,oats,28090.0
Canada,2005,oats,25822.0
Canada,2006,oats,25066.0
Canada,2007,oats,25897.0
Canada,2008,oats,29499.0
Canada,2009,oats,29697.0
Canada,2010,oats,27491.0
Canada,2011,oats,29137.0
Canada,2012,oats,28161.0
Canada,2013,oats,34804.0
Canada,2014,oats,31715.0
Canada,2015,oats,32684.0
Canada,2016,oats,34947.0
Canada,2017,oats,35488.0
Canada,2018,oats,34192.0
Canada,2019,oats,36182.0
Canada,2002,oilseeds_nes,6667.0
Canada,2003,oilseeds_nes,3125.0
Canada,2004,oilseeds_nes,3500.0
Canada,2005,oilseeds_nes,3500.0
Canada,2006,oilseeds_nes,3744.0
Canada,2007,oilseeds_nes,3720.0
Canada,2008,oilseeds_nes,3706.0
Canada,2009,oilseeds_nes,3701.0
Canada,2010,oilseeds_nes,14984.0
Canada,2011,oilseeds_nes,28441.0
Canada,2013,oilseeds_nes,52083.0
Canada,2014,oilseeds_nes,31725.0
Canada,2015,oilseeds_nes,26607.0
Canada,2016,oilseeds_nes,28564.0
Canada,2017,oilseeds_nes,30150.0
Canada,2018,oilseeds_nes,31735.0
Canada,2019,oilseeds_nes,33321.0
Canada,1961,"onions,_dry",217809.0
Canada,1962,"onions,_dry",286918.0
Canada,1963,"onions,_dry",286611.0
Canada,1964,"onions,_dry",244375.0
Canada,1965,"onions,_dry",302301.0
Canada,1966,"onions,_dry",236490.0
Canada,1967,"onions,_dry",267587.0
Canada,1968,"onions,_dry",309839.0
Canada,1969,"onions,_dry",251259.0
Canada,1970,"onions,_dry",280089.0
Canada,1971,"onions,_dry",289559.0
Canada,1972,"onions,_dry",231228.0
Canada,1973,"onions,_dry",260883.0
Canada,1974,"onions,_dry",290791.0
Canada,1975,"onions,_dry",298449.0
Canada,1976,"onions,_dry",233730.0
Canada,1977,"onions,_dry",291792.0
Canada,1978,"onions,_dry",345705.0
Canada,1979,"onions,_dry",307801.0
Canada,1980,"onions,_dry",284113.0
Canada,1981,"onions,_dry",337557.0
Canada,1982,"onions,_dry",334636.0
Canada,1983,"onions,_dry",301380.0
Canada,1984,"onions,_dry",398794.0
Canada,1985,"onions,_dry",387910.0
Canada,1986,"onions,_dry",318802.0
Canada,1987,"onions,_dry",359496.0
Canada,1988,"onions,_dry",303885.0
Canada,1989,"onions,_dry",342294.0
Canada,1990,"onions,_dry",317397.0
Canada,1991,"onions,_dry",301205.0
Canada,1992,"onions,_dry",278163.0
Canada,1993,"onions,_dry",346506.0
Canada,1994,"onions,_dry",266944.0
Canada,1995,"onions,_dry",338502.0
Canada,1996,"onions,_dry",363597.0
Canada,1997,"onions,_dry",354507.0
Canada,1998,"onions,_dry",354646.0
Canada,1999,"onions,_dry",355818.0
Canada,2000,"onions,_dry",368993.0
Canada,2001,"onions,_dry",359576.0
Canada,2002,"onions,_dry",281369.0
Canada,2003,"onions,_dry",296177.0
Canada,2004,"onions,_dry",331361.0
Canada,2005,"onions,_dry",322004.0
Canada,2006,"onions,_dry",350254.0
Canada,2007,"onions,_dry",348818.0
Canada,2008,"onions,_dry",333374.0
Canada,2009,"onions,_dry",387452.0
Canada,2010,"onions,_dry",375891.0
Canada,2011,"onions,_dry",364822.0
Canada,2012,"onions,_dry",370553.0
Canada,2013,"onions,_dry",389308.0
Canada,2014,"onions,_dry",478088.0
Canada,2015,"onions,_dry",433062.0
Canada,2016,"onions,_dry",406501.0
Canada,2017,"onions,_dry",428798.0
Canada,2018,"onions,_dry",444236.0
Canada,2019,"onions,_dry",463074.0
Canada,1961,peaches_and_nectarines,90807.0
Canada,1962,peaches_and_nectarines,90723.0
Canada,1963,peaches_and_nectarines,90757.0
Canada,1964,peaches_and_nectarines,90780.0
Canada,1965,peaches_and_nectarines,91058.0
Canada,1966,peaches_and_nectarines,90739.0
Canada,1967,peaches_and_nectarines,90564.0
Canada,1968,peaches_and_nectarines,90883.0
Canada,1969,peaches_and_nectarines,90911.0
Canada,1970,peaches_and_nectarines,90927.0
Canada,1971,peaches_and_nectarines,90786.0
Canada,1972,peaches_and_nectarines,90766.0
Canada,1973,peaches_and_nectarines,90884.0
Canada,1974,peaches_and_nectarines,90726.0
Canada,1975,peaches_and_nectarines,90790.0
Canada,1976,peaches_and_nectarines,90757.0
Canada,1977,peaches_and_nectarines,90858.0
Canada,1978,peaches_and_nectarines,90744.0
Canada,1979,peaches_and_nectarines,90712.0
Canada,1980,peaches_and_nectarines,85306.0
Canada,1981,peaches_and_nectarines,78991.0
Canada,1982,peaches_and_nectarines,81564.0
Canada,1983,peaches_and_nectarines,82594.0
Canada,1984,peaches_and_nectarines,80450.0
Canada,1985,peaches_and_nectarines,81162.0
Canada,1986,peaches_and_nectarines,85128.0
Canada,1987,peaches_and_nectarines,87971.0
Canada,1988,peaches_and_nectarines,89063.0
Canada,1989,peaches_and_nectarines,97258.0
Canada,1990,peaches_and_nectarines,114237.0
Canada,1991,peaches_and_nectarines,82385.0
Canada,1992,peaches_and_nectarines,97604.0
Canada,1993,peaches_and_nectarines,94968.0
Canada,1994,peaches_and_nectarines,106944.0
Canada,1995,peaches_and_nectarines,117122.0
Canada,1996,peaches_and_nectarines,113690.0
Canada,1997,peaches_and_nectarines,88813.0
Canada,1998,peaches_and_nectarines,104218.0
Canada,1999,peaches_and_nectarines,102592.0
Canada,2000,peaches_and_nectarines,105234.0
Canada,2001,peaches_and_nectarines,107757.0
Canada,2002,peaches_and_nectarines,107273.0
Canada,2003,peaches_and_nectarines,108412.0
Canada,2004,peaches_and_nectarines,105624.0
Canada,2005,peaches_and_nectarines,89996.0
Canada,2006,peaches_and_nectarines,103415.0
Canada,2007,peaches_and_nectarines,113058.0
Canada,2008,peaches_and_nectarines,90972.0
Canada,2009,peaches_and_nectarines,107128.0
Canada,2010,peaches_and_nectarines,100541.0
Canada,2011,peaches_and_nectarines,90816.0
Canada,2012,peaches_and_nectarines,83321.0
Canada,2013,peaches_and_nectarines,95038.0
Canada,2014,peaches_and_nectarines,95853.0
Canada,2015,peaches_and_nectarines,103641.0
Canada,2016,peaches_and_nectarines,97951.0
Canada,2017,peaches_and_nectarines,100674.0
Canada,2018,peaches_and_nectarines,110916.0
Canada,2019,peaches_and_nectarines,108085.0
Canada,1961,pears,67655.0
Canada,1962,pears,67835.0
Canada,1963,pears,68354.0
Canada,1964,pears,67682.0
Canada,1965,pears,66767.0
Canada,1966,pears,67964.0
Canada,1967,pears,67856.0
Canada,1968,pears,67638.0
Canada,1969,pears,67968.0
Canada,1970,pears,68391.0
Canada,1971,pears,88530.0
Canada,1972,pears,88569.0
Canada,1973,pears,88563.0
Canada,1974,pears,88007.0
Canada,1975,pears,87853.0
Canada,1976,pears,87922.0
Canada,1977,pears,87966.0
Canada,1978,pears,87383.0
Canada,1979,pears,87458.0
Canada,1980,pears,87567.0
Canada,1981,pears,102426.0
Canada,1982,pears,102463.0
Canada,1983,pears,102425.0
Canada,1984,pears,101471.0
Canada,1985,pears,106479.0
Canada,1986,pears,105213.0
Canada,1987,pears,106242.0
Canada,1988,pears,108372.0
Canada,1989,pears,97355.0
Canada,1990,pears,85048.0
Canada,1991,pears,84355.0
Canada,1992,pears,98025.0
Canada,1993,pears,87647.0
Canada,1994,pears,70309.0
Canada,1995,pears,72836.0
Canada,1996,pears,88487.0
Canada,1997,pears,85621.0
Canada,1998,pears,112224.0
Canada,1999,pears,141076.0
Canada,2000,pears,146781.0
Canada,2001,pears,125590.0
Canada,2002,pears,109532.0
Canada,2003,pears,121288.0
Canada,2004,pears,119231.0
Canada,2005,pears,100967.0
Canada,2006,pears,118650.0
Canada,2007,pears,99048.0
Canada,2008,pears,87342.0
Canada,2009,pears,106464.0
Canada,2010,pears,113030.0
Canada,2011,pears,111640.0
Canada,2012,pears,99349.0
Canada,2013,pears,129516.0
Canada,2014,pears,110652.0
Canada,2015,pears,115677.0
Canada,2016,pears,108010.0
Canada,2017,pears,127584.0
Canada,2018,pears,120868.0
Canada,2019,pears,135596.0
Canada,1961,"peas,_dry",10954.0
Canada,1962,"peas,_dry",12635.0
Canada,1963,"peas,_dry",11793.0
Canada,1964,"peas,_dry",12264.0
Canada,1965,"peas,_dry",17423.0
Canada,1966,"peas,_dry",13275.0
Canada,1967,"peas,_dry",15701.0
Canada,1968,"peas,_dry",13500.0
Canada,1969,"peas,_dry",10579.0
Canada,1970,"peas,_dry",11320.0
Canada,1971,"peas,_dry",14765.0
Canada,1972,"peas,_dry",17488.0
Canada,1973,"peas,_dry",16217.0
Canada,1974,"peas,_dry",14084.0
Canada,1975,"peas,_dry",15565.0
Canada,1976,"peas,_dry",17586.0
Canada,1977,"peas,_dry",15959.0
Canada,1978,"peas,_dry",17181.0
Canada,1979,"peas,_dry",18050.0
Canada,1980,"peas,_dry",15416.0
Canada,1981,"peas,_dry",18571.0
Canada,1982,"peas,_dry",19975.0
Canada,1983,"peas,_dry",18121.0
Canada,1984,"peas,_dry",17597.0
Canada,1985,"peas,_dry",22658.0
Canada,1986,"peas,_dry",18181.0
Canada,1987,"peas,_dry",17533.0
Canada,1988,"peas,_dry",11793.0
Canada,1989,"peas,_dry",15648.0
Canada,1990,"peas,_dry",21394.0
Canada,1991,"peas,_dry",20650.0
Canada,1992,"peas,_dry",19490.0
Canada,1993,"peas,_dry",20757.0
Canada,1994,"peas,_dry",21070.0
Canada,1995,"peas,_dry",18388.0
Canada,1996,"peas,_dry",22558.0
Canada,1997,"peas,_dry",20787.0
Canada,1998,"peas,_dry",21667.0
Canada,1999,"peas,_dry",26966.0
Canada,2000,"peas,_dry",23480.0
Canada,2001,"peas,_dry",10000.0
Canada,2002,"peas,_dry",13111.0
Canada,2003,"peas,_dry",16802.0
Canada,2004,"peas,_dry",24899.0
Canada,2005,"peas,_dry",23633.0
Canada,2006,"peas,_dry",20479.0
Canada,2007,"peas,_dry",20342.0
Canada,2008,"peas,_dry",22616.0
Canada,2009,"peas,_dry",22723.0
Canada,2010,"peas,_dry",21731.0
Canada,2011,"peas,_dry",25688.0
Canada,2012,"peas,_dry",22649.0
Canada,2013,"peas,_dry",29530.0
Canada,2014,"peas,_dry",23726.0
Canada,2015,"peas,_dry",21422.0
Canada,2016,"peas,_dry",28838.0
Canada,2017,"peas,_dry",25042.0
Canada,2018,"peas,_dry",25019.0
Canada,2019,"peas,_dry",24760.0
Canada,1961,"peas,_green",25120.0
Canada,1962,"peas,_green",27622.0
Canada,1963,"peas,_green",25028.0
Canada,1964,"peas,_green",25207.0
Canada,1965,"peas,_green",31435.0
Canada,1966,"peas,_green",25829.0
Canada,1967,"peas,_green",24958.0
Canada,1968,"peas,_green",33230.0
Canada,1969,"peas,_green",27091.0
Canada,1970,"peas,_green",30130.0
Canada,1971,"peas,_green",29568.0
Canada,1972,"peas,_green",27754.0
Canada,1973,"peas,_green",28046.0
Canada,1974,"peas,_green",29703.0
Canada,1975,"peas,_green",29083.0
Canada,1976,"peas,_green",28378.0
Canada,1977,"peas,_green",33647.0
Canada,1978,"peas,_green",32714.0
Canada,1979,"peas,_green",36618.0
Canada,1980,"peas,_green",37818.0
Canada,1981,"peas,_green",35482.0
Canada,1982,"peas,_green",35142.0
Canada,1983,"peas,_green",28773.0
Canada,1984,"peas,_green",37058.0
Canada,1985,"peas,_green",42472.0
Canada,1986,"peas,_green",40236.0
Canada,1987,"peas,_green",40256.0
Canada,1988,"peas,_green",31736.0
Canada,1989,"peas,_green",40265.0
Canada,1990,"peas,_green",40087.0
Canada,1991,"peas,_green",34761.0
Canada,1992,"peas,_green",43525.0
Canada,1993,"peas,_green",38179.0
Canada,1994,"peas,_green",35217.0
Canada,1995,"peas,_green",35100.0
Canada,1996,"peas,_green",41251.0
Canada,1997,"peas,_green",39704.0
Canada,1998,"peas,_green",39005.0
Canada,1999,"peas,_green",40164.0
Canada,2000,"peas,_green",42090.0
Canada,2001,"peas,_green",43231.0
Canada,2002,"peas,_green",32937.0
Canada,2003,"peas,_green",43572.0
Canada,2004,"peas,_green",43551.0
Canada,2005,"peas,_green",38540.0
Canada,2006,"peas,_green",44220.0
Canada,2007,"peas,_green",37247.0
Canada,2008,"peas,_green",48133.0
Canada,2009,"peas,_green",45443.0
Canada,2010,"peas,_green",43943.0
Canada,2011,"peas,_green",36967.0
Canada,2012,"peas,_green",44522.0
Canada,2013,"peas,_green",41242.0
Canada,2014,"peas,_green",46452.0
Canada,2015,"peas,_green",47969.0
Canada,2016,"peas,_green",47288.0
Canada,2017,"peas,_green",43354.0
Canada,2018,"peas,_green",42034.0
Canada,2019,"peas,_green",45349.0
Canada,1961,plums_and_sloes,54621.0
Canada,1962,plums_and_sloes,53617.0
Canada,1963,plums_and_sloes,53268.0
Canada,1964,plums_and_sloes,53456.0
Canada,1965,plums_and_sloes,53196.0
Canada,1966,plums_and_sloes,53099.0
Canada,1967,plums_and_sloes,53313.0
Canada,1968,plums_and_sloes,52917.0
Canada,1969,plums_and_sloes,53117.0
Canada,1970,plums_and_sloes,53107.0
Canada,1971,plums_and_sloes,53289.0
Canada,1972,plums_and_sloes,53331.0
Canada,1973,plums_and_sloes,53563.0
Canada,1974,plums_and_sloes,53550.0
Canada,1975,plums_and_sloes,53447.0
